"Name","Type","QC.matrix.1","QC.matrix.2","Species","isotope.expected","isotope.precision","Method","Facility","Normalization","Slope","slope.confi95","Intercept","intercept.confi95","isotope.max","isotope.min","isotope.range","standards","isotope.norm","isotope.SE","isotope.confi95","one.point.mean","isotope.deviation","deviation_significant","SRM.matrix.1","SRM.matrix.2","Matrix.1","Matrix.2","Extrapolation"
"USGS40","QC","Compound","High Organic","N",-4.52,0.12,"two.point","UNM CSI",26,0.997395833333333,0.0156577206444489,-0.0147239583333328,0.0761449942801419,6.282,-2.918,9.2,"USGS61_USGS89",-4.57218276762402,0.064666655536004,0.158233605804957,NA,-0.0521827676240232,FALSE,"Mixed","High Organic","Mixed / Compound","Matched","Extrapolated"
"USGS40","QC","Compound","High Organic","N",-4.52,0.12,"two.point","UNM CSI",27,0.986824232545504,0.00385979366457034,-0.00306071719641132,0.103286423326117,37.376,0.906,36.47,"USGS63_IAEA600",-4.63298238128011,0.0638394054637515,0.156209397799302,NA,-0.112982381280115,FALSE,"Compound","High Organic","Matched","Matched","Extrapolated"
"USGS40","SRM","Compound","High Organic","N",-4.52,0.12,"two.point","UNM CSI",28,0.989456906729634,0.00235979230859062,-0.102654781582061,0.0635730697658465,37.376,-4.615,41.991,"USGS63_USGS40",-4.51999999999999,0.0412773670440049,0.101002078604036,NA,7.105427357601e-15,FALSE,"Compound","High Organic",NA,NA,"Interpolated"
"USGS40","QC","Compound","High Organic","N",-4.52,0.12,"two.point","UNM CSI",29,0.982247485789243,0.00721530061450171,0.170077612592916,0.207551887819035,37.376,14.742,22.634,"USGS63_USGS88",-4.83083711716524,0.111007403118726,0.271625330256038,NA,-0.310837117165242,FALSE,"Mixed","High Organic","Mixed / Compound","Matched","Extrapolated"
"USGS40","QC","Compound","High Organic","N",-4.52,0.12,"two.point","UNM CSI",30,0.985101329955668,0.00512047470944654,0.0621166877770774,0.138828685830773,37.376,6.05,31.326,"USGS63_USGS89",-4.7072484289365,0.0812625938888221,0.198842404041339,NA,-0.187248428936504,FALSE,"Mixed","High Organic","Mixed / Compound","Matched","Extrapolated"
"USGS40","SRM","Compound","High Organic","N",-4.52,0.12,"two.point","UNM CSI",31,1.00694945848375,0.0228627615521937,-0.0235884476534304,0.0749096559305168,1.09,-4.615,5.705,"IAEA600_USGS40",-4.52,0.0514058393360861,0.125785557489523,NA,-8.88178419700125e-16,FALSE,"Compound","High Organic",NA,NA,"Interpolated"
"USGS40","QC","Compound","High Organic","N",-4.52,0.12,"two.point","UNM CSI",32,0.994332855093257,0.0130876115976648,-0.0107195121951227,0.138766335575908,15,0.906,14.094,"IAEA600_USGS88",-4.59029435105692,0.0937889605673156,0.229493319118733,NA,-0.0702943510569218,FALSE,"Mixed","High Organic","Mixed / Compound","Matched","Extrapolated"
"USGS40","QC","Compound","High Organic","N",-4.52,0.12,"two.point","UNM CSI",33,0.997227533460803,0.0343123597307877,-0.0136720841300203,0.153646785347297,6.282,0.906,5.376,"IAEA600_USGS89",-4.57400920333621,0.131837400761975,0.322594498348626,NA,-0.054009203336209,FALSE,"Mixed","High Organic","Mixed / Compound","Matched","Extrapolated"
"USGS40","SRM","Compound","High Organic","N",-4.52,0.12,"two.point","UNM CSI",34,0.997920944558521,0.00779980608246889,-0.0643973305954807,0.0861926216670175,15,-4.615,19.615,"USGS40_USGS88",-4.52,0.0622240530189734,0.152256772758399,NA,-5.32907051820075e-15,FALSE,"Mixed","High Organic",NA,NA,"Interpolated"
"USGS40","SRM","Compound","High Organic","N",-4.52,0.12,"two.point","UNM CSI",35,1.00222841225627,0.0137733993748582,-0.0449275766016714,0.075120541927044,6.282,-4.615,10.897,"USGS40_USGS89",-4.52,0.0604883598902824,0.148009684671854,NA,-8.88178419700125e-16,FALSE,"Mixed","High Organic",NA,NA,"Interpolated"
"USGS40","QC","Compound","High Organic","N",-4.52,0.12,"two.point","UNM CSI",36,0.992594718714122,0.0227448855992682,0.0152830080367376,0.260756052451612,15,6.05,8.95,"USGS88_USGS89",-4.62452894569429,0.159154749937924,0.389437643789119,NA,-0.104528945694289,FALSE,"Macromolecule","High Organic","Macromolecule / Compound","Matched","Extrapolated"
"USGS61","SRM","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",93,0.995430690342106,0.0125444526838119,-0.0718871201825416,0.295440656809605,-1.42,-35.27,33.85,"USGS91_USGS90_USGS61_USGS63",-35.3220100816196,0.195604784237085,0.419530537324734,NA,-0.272010081619619,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS61","SRM","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",94,1.02562355913331,0.0117943392110065,0.722026308190545,0.32226163953284,-13.34,-35.27,21.93,"USGS91_USGS90_USGS61_IAEA600",-35.0562601531633,0.104295427782766,0.223691445119169,NA,-0.00626015316328221,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS61","SRM","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",95,1.02412094930026,0.00899265856983433,0.713323656024351,0.24270831885006,-13.34,-35.27,21.93,"USGS91_USGS90_USGS61_USGS40",-35.0991976881098,0.0799944416278661,0.171571013510865,NA,-0.049197688109814,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS61","SRM","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",96,1.00958767249376,0.0162274451004569,0.266998954017208,0.403672741636821,-13.34,-35.27,21.93,"USGS91_USGS90_USGS61_USGS88",-35.1623736315348,0.171577368405616,0.367996855704335,NA,-0.112373631534822,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS61","SRM","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",97,1.01570745889847,0.0127901863321698,0.456376790430783,0.322684278644767,-13.34,-35.27,21.93,"USGS91_USGS90_USGS61_USGS89",-35.136964366822,0.128389380629742,0.275367834444683,NA,-0.0869643668219879,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS61","QC","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",98,0.991309100611472,0.0144083025132813,-0.142861373407079,0.302157485566261,-1.42,-28.11,26.69,"USGS91_USGS90_USGS63_IAEA600",-35.3972727628027,0.207633782604741,0.445330172892668,NA,-0.347272762802724,FALSE,"Mixed","Mixed","Mixed / Compound","Mixed / High Organic","Extrapolated"
"USGS61","QC","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",99,0.987299862190833,0.0125280169825349,-0.170950647534995,0.25725344856724,-1.42,-28.11,26.69,"USGS91_USGS90_USGS63_USGS40",-35.5125638067678,0.179748788214051,0.385522808130853,NA,-0.462563806767804,FALSE,"Mixed","Mixed","Mixed / Compound","Mixed / High Organic","Extrapolated"
"USGS61","QC","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",100,0.981425110724208,0.0145766436958229,-0.27081198462085,0.257486560220842,-1.42,-28.11,26.69,"USGS91_USGS90_USGS63_USGS88",-35.6233885126298,0.207252556111611,0.444512523385121,NA,-0.573388512629755,TRUE,"Mixed","Mixed","Mixed / Compound","Mixed / High Organic","Extrapolated"
"USGS61","QC","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",101,0.981999225454288,0.0128818851012115,-0.232871875722126,0.233912359582986,-1.42,-28.11,26.69,"USGS91_USGS90_USGS63_USGS89",-35.6411972810737,0.182015681010859,0.390384809624384,NA,-0.591197281073725,TRUE,"Mixed","Mixed","Mixed / Compound","Mixed / High Organic","Extrapolated"
"USGS61","QC","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",102,1.02674658317965,0.0157920838601253,0.726045993180773,0.391169462961517,-13.34,-28.11,14.77,"USGS91_USGS90_IAEA600_USGS40",-35.0218316595938,0.124085843308176,0.266137664886431,NA,0.0281683404061681,FALSE,"Mixed","Mixed","Mixed / Compound","Mixed / High Organic","Extrapolated"
"USGS61","QC","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",103,1.00825076406315,0.0227209157725173,0.214520142974832,0.510045011021631,-13.34,-28.11,14.77,"USGS91_USGS90_IAEA600_USGS88",-35.1569484560834,0.211650107913581,0.453944333949415,NA,-0.106948456083451,FALSE,"Mixed","Mixed","Mixed / Compound","Mixed / High Organic","Extrapolated"
"USGS61","QC","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",104,1.01673347759536,0.0194552258473651,0.443926336464057,0.44433694650806,-13.34,-28.11,14.77,"USGS91_USGS90_IAEA600_USGS89",-35.0892609741159,0.170724062695594,0.366166696976755,NA,-0.039260974115912,FALSE,"Mixed","Mixed","Mixed / Compound","Mixed / High Organic","Extrapolated"
"USGS61","QC","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",105,1.00184969080077,0.0216472725800958,0.115315469712308,0.477121872395781,-13.34,-28.11,14.77,"USGS91_USGS90_USGS40_USGS88",-35.2825536547893,0.201304499643181,0.431755211052649,NA,-0.232553654789285,FALSE,"Mixed","Mixed","Mixed / Compound","Mixed / High Organic","Extrapolated"
"USGS61","QC","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",106,1.01049376957326,0.0177980259019486,0.342058939141306,0.399361477240132,-13.34,-28.11,14.77,"USGS91_USGS90_USGS40_USGS89",-35.2051244751018,0.15594571291857,0.334470289105601,NA,-0.155124475101815,FALSE,"Mixed","Mixed","Mixed / Compound","Mixed / High Organic","Extrapolated"
"USGS61","QC","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",107,0.993541139016798,0.0249570182854969,-0.0536985960349329,0.495294868459852,-13.34,-28.11,14.77,"USGS91_USGS90_USGS88_USGS89",-35.4074934821298,0.240374217683298,0.515551422205795,NA,-0.357493482129797,FALSE,"Mixed","Mixed","Mixed / Compound","Mixed / High Organic","Extrapolated"
"USGS61","SRM","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",108,0.991935188047402,0.00821902859526857,-0.314079401597022,0.217400014304871,-1.42,-35.27,33.85,"USGS91_USGS61_USGS63_IAEA600",-35.202320695104,0.121399812513118,0.260376701793853,NA,-0.152320695104038,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS61","SRM","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",109,0.990777594144796,0.00767023140934819,-0.298931117044866,0.200237921035397,-1.42,-35.27,33.85,"USGS91_USGS61_USGS63_USGS40",-35.258739286599,0.113178391734066,0.242743507951171,NA,-0.208739286598963,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS61","SRM","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",110,0.990289854527685,0.00782517830153984,-0.330562329812438,0.187132778868572,-1.42,-35.27,33.85,"USGS91_USGS61_USGS63_USGS88",-35.2441636260466,0.119920681409248,0.257204281092587,NA,-0.194163626046567,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS61","SRM","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",111,0.991005165471358,0.00790527736313484,-0.282060794275415,0.191950434891816,-1.42,-35.27,33.85,"USGS91_USGS61_USGS63_USGS89",-35.2676660258384,0.119231516735941,0.255726169875496,NA,-0.217666025838398,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS61","SRM","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",112,1.01729470777333,0.0276469457437503,0.451565856994451,0.817064999263501,-26.42,-35.27,8.85,"USGS91_USGS61_IAEA600_USGS40",-35.0774122624703,0.119496175567667,0.256293806614622,NA,-0.0274122624703423,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS61","SRM","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",113,0.993891307588926,0.0154495867090098,-0.265465782768559,0.426974800054939,-16.26,-35.27,19.01,"USGS91_USGS61_IAEA600_USGS88",-35.181949927762,0.126298039678604,0.270882354212785,NA,-0.131949927761951,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS61","SRM","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",114,1.00383684795265,0.0164697453579634,0.0416113569873454,0.460410450074391,-18.13,-35.27,17.14,"USGS91_USGS61_IAEA600_USGS89",-35.139287254627,0.119273798654453,0.255816855571458,NA,-0.0892872546269956,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS61","SRM","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",115,0.99313380329205,0.0144789095777599,-0.244701571941747,0.395370785521241,-16.26,-35.27,19.01,"USGS91_USGS61_USGS40_USGS88",-35.2296924262172,0.119439640181025,0.256172550269955,NA,-0.179692426217244,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS61","SRM","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",116,1.00311206314222,0.0145075939468726,0.0595340024721014,0.400826593958583,-18.13,-35.27,17.14,"USGS91_USGS61_USGS40_USGS89",-35.1825437049584,0.106495524129068,0.228410182474854,NA,-0.132543704958358,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS61","SRM","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",117,0.994286031486814,0.013033316538552,-0.209306552351472,0.333235257670174,-16.26,-35.27,19.01,"USGS91_USGS61_USGS88_USGS89",-35.224464931159,0.124396345092348,0.266803624979697,NA,-0.174464931158994,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS61","QC","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",118,0.987310854216093,0.0077921140611904,-0.36073297829029,0.185483099955169,-1.42,-28.11,26.69,"USGS91_USGS63_IAEA600_USGS40",-35.3199469779934,0.107836437535944,0.231286155699573,NA,-0.269946977993357,FALSE,"Mixed","Mixed","Mixed / Compound","Mixed / High Organic","Extrapolated"
"USGS61","QC","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",119,0.986508310207783,0.00826336938081218,-0.3882828400955,0.176650844519523,-1.42,-28.11,26.69,"USGS91_USGS63_IAEA600_USGS88",-35.3207538135847,0.117039441927188,0.251024637006762,NA,-0.270753813584655,FALSE,"Mixed","Mixed","Mixed / Compound","Mixed / High Organic","Extrapolated"
"USGS61","QC","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",120,0.986965510956182,0.00826716288458795,-0.347906842472498,0.180120644154829,-1.42,-28.11,26.69,"USGS91_USGS63_IAEA600_USGS89",-35.3453010974325,0.115454287316976,0.247624818500488,NA,-0.295301097432457,FALSE,"Mixed","Mixed","Mixed / Compound","Mixed / High Organic","Extrapolated"
"USGS61","QC","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",121,0.982803691798726,0.00593458739485875,-0.411603639917905,0.124325108868411,-1.42,-28.11,26.69,"USGS91_USGS63_USGS40_USGS88",-35.430164386494,0.0836856759232301,0.179487923689547,NA,-0.380164386494052,TRUE,"Mixed","Mixed","Mixed / Compound","Mixed / High Organic","Extrapolated"
"USGS61","QC","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",122,0.9833477804831,0.00531047887361091,-0.371691169416286,0.113470914067443,-1.42,-28.11,26.69,"USGS91_USGS63_USGS40_USGS89",-35.451149148328,0.0738637485572761,0.158421984625354,NA,-0.401149148328038,TRUE,"Mixed","Mixed","Mixed / Compound","Mixed / High Organic","Extrapolated"
"USGS61","QC","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",123,0.980041262098406,0.00580236211794738,-0.426918520014364,0.108076210163596,-1.42,-28.11,26.69,"USGS91_USGS63_USGS88_USGS89",-35.5144041644349,0.0806393107984419,0.172954120323365,NA,-0.464404164434896,TRUE,"Mixed","Mixed","Mixed / Compound","Mixed / High Organic","Extrapolated"
"USGS61","QC","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",124,0.979210543246936,0.0173117879748297,-0.58110747797669,0.434786769878696,-16.26,-28.11,11.85,"USGS91_IAEA600_USGS40_USGS88",-35.3870704936691,0.12780004857824,0.274103842905859,NA,-0.337070493669088,FALSE,"Mixed","Mixed","Mixed / Compound","Mixed / High Organic","Extrapolated"
"USGS61","QC","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",125,0.990489363212394,0.0217935875219786,-0.269651079064511,0.5549710745786,-18.13,-28.11,9.98,"USGS91_IAEA600_USGS40_USGS89",-35.2985607109829,0.140450003464824,0.301235297749364,NA,-0.2485607109829,FALSE,"Mixed","Mixed","Mixed / Compound","Mixed / High Organic","Extrapolated"
"USGS61","QC","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",126,0.98310134699617,0.0166409935652558,-0.457314625236365,0.386283649012827,-16.26,-28.11,11.85,"USGS91_IAEA600_USGS88_USGS89",-35.3729404206575,0.140312188803736,0.300939714698862,NA,-0.322940420657467,FALSE,"Mixed","Mixed","Mixed / Compound","Mixed / High Organic","Extrapolated"
"USGS61","QC","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",127,0.973588767314942,0.0106555233085968,-0.624225534098576,0.243147449892031,-16.26,-28.11,11.85,"USGS91_USGS40_USGS88_USGS89",-35.547117661749,0.0903840409923689,0.19385448792065,NA,-0.497117661749023,TRUE,"Mixed","Mixed","Mixed / Compound","Mixed / High Organic","Extrapolated"
"USGS61","SRM","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",128,1.00073136031471,0.0121981028903545,-0.0745433258867285,0.285282230017118,-1.42,-35.27,33.85,"USGS90_USGS61_USGS63_IAEA600",-35.1322623316779,0.188053992737335,0.403335700232828,NA,-0.0822623316778603,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS61","SRM","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",129,0.998792145287428,0.0119775707141743,-0.0730579464630032,0.275442852791584,-1.42,-35.27,33.85,"USGS90_USGS61_USGS63_USGS40",-35.2019609079114,0.183888835781323,0.394402327040485,NA,-0.151960907911409,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS61","SRM","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",130,0.998463291806482,0.013242492341209,-0.120992210504495,0.271136392614502,-1.42,-35.27,33.85,"USGS90_USGS61_USGS63_USGS88",-35.1655469736595,0.203380028684756,0.436206778111406,NA,-0.11554697365947,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS61","SRM","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",131,0.998666142890439,0.012755851456382,-0.0795839172902763,0.26662710828549,-1.42,-35.27,33.85,"USGS90_USGS61_USGS63_USGS89",-35.1998676764656,0.194403646736221,0.416954353602523,NA,-0.14986767646559,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS61","SRM","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",132,1.02829015954457,0.00683670305981798,0.711030805081715,0.183541922757274,-13.34,-35.27,21.93,"USGS90_USGS61_IAEA600_USGS40",-34.954657954717,0.0603180325931958,0.129369313347279,NA,0.0953420452830116,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS61","SRM","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",133,1.01653829883175,0.0139164384786918,0.320320272208038,0.344023359442041,-13.34,-35.27,21.93,"USGS90_USGS61_IAEA600_USGS88",-34.9744031415902,0.145047662335015,0.311096295289737,NA,0.0755968584098241,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS61","SRM","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",134,1.02252596370806,0.0102413622753459,0.509326931151331,0.25681197648362,-13.34,-35.27,21.93,"USGS90_USGS61_IAEA600_USGS89",-34.9544443854883,0.101379959484655,0.217438387524335,NA,0.09555561451171,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS61","SRM","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",135,1.01458165015287,0.0138932249853843,0.308893894112437,0.338316481623392,-13.34,-35.27,21.93,"USGS90_USGS61_USGS40_USGS88",-35.0305900848465,0.144485025766312,0.309889559867047,NA,0.0194099151535241,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS61","SRM","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",136,1.02062244104807,0.00961881362365924,0.496121549651582,0.23769828428577,-13.34,-35.27,21.93,"USGS90_USGS61_USGS40_USGS89",-35.006697984185,0.095086674583408,0.203940633844866,NA,0.0433020158150228,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS61","SRM","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",137,1.01389516433433,0.0146095049341016,0.257664922026439,0.327020111024514,-13.34,-35.27,21.93,"USGS90_USGS61_USGS88_USGS89",-35.0037816240376,0.158440386515707,0.339820831827439,NA,0.0462183759624324,FALSE,"Mixed","Mixed",NA,NA,"Interpolated"
"USGS61","QC","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",138,0.996763150978272,0.01434438494971,-0.11211801411503,0.291848876477298,-1.42,-27.97,26.55,"USGS90_USGS63_IAEA600_USGS40",-35.2344305178378,0.201662384674317,0.432522798103234,NA,-0.184430517837782,FALSE,"Mixed","Mixed","Mixed / Compound","Mixed / High Organic","Extrapolated"
"USGS61","QC","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",139,0.996593127303597,0.0170779535852189,-0.151879374001456,0.29792438633981,-1.42,-27.97,26.55,"USGS90_USGS63_IAEA600_USGS88",-35.2005443996121,0.235078997913059,0.504194305332987,NA,-0.150544399612109,FALSE,"Mixed","Mixed","Mixed / Compound","Mixed / High Organic","Extrapolated"
"USGS61","QC","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",140,0.996184632447726,0.0162825815134013,-0.121099509956818,0.292189688976893,-1.42,-27.97,26.55,"USGS90_USGS63_IAEA600_USGS89",-35.2458764634533,0.223185910799053,0.478686170412619,NA,-0.195876463453317,FALSE,"Mixed","Mixed","Mixed / Compound","Mixed / High Organic","Extrapolated"
"USGS61","QC","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",141,0.989997585087801,0.0166634360700134,-0.206584635878217,0.281901201857759,-1.42,-26.46,25.04,"USGS90_USGS63_USGS40_USGS88",-35.3797987911409,0.228128004253446,0.489285906664047,NA,-0.329798791140895,FALSE,"Mixed","Mixed","Mixed / Compound","Mixed / High Organic","Extrapolated"
"USGS61","QC","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",142,0.989853723644374,0.0153327038571764,-0.175148666644604,0.26728649968189,-1.42,-26.46,25.04,"USGS90_USGS63_USGS40_USGS89",-35.4166989484908,0.209058383065482,0.448385636996467,NA,-0.366698948490793,FALSE,"Mixed","Mixed","Mixed / Compound","Mixed / High Organic","Extrapolated"
"USGS61","QC","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",143,0.982931741180373,0.022026691119729,-0.279555547657966,0.307004173480281,-1.42,-18.3,16.88,"USGS90_USGS63_USGS88_USGS89",-35.5598898560017,0.287980262296204,0.617656232955977,NA,-0.509889856001692,FALSE,"Mixed","Mixed","Mixed / Compound","Mixed / High Organic","Extrapolated"
"USGS61","QC","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",144,1.02140904551008,0.0193065751841934,0.419215297415316,0.422144690105375,-13.34,-27.97,14.63,"USGS90_IAEA600_USGS40_USGS88",-34.9044444575201,0.172463399096692,0.36989720253564,NA,0.145555542479897,FALSE,"Mixed","Mixed","Mixed / Compound","Mixed / High Organic","Extrapolated"
"USGS61","QC","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",145,1.03120592436211,0.0128833540168805,0.679677373785259,0.28686404240306,-13.34,-27.97,14.63,"USGS90_IAEA600_USGS40_USGS89",-34.825418013381,0.108234211970325,0.232139297011227,NA,0.224581986619008,FALSE,"Mixed","Mixed","Mixed / Compound","Mixed / High Organic","Extrapolated"
"USGS61","QC","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",146,1.02679566287453,0.0218958312097302,0.470031952428958,0.430273404685527,-13.34,-27.97,14.63,"USGS90_IAEA600_USGS88_USGS89",-34.7708246570492,0.197042088701838,0.422613248807221,NA,0.279175342950793,FALSE,"Mixed","Mixed","Mixed / Compound","Mixed / High Organic","Extrapolated"
"USGS61","QC","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",147,1.01753005063114,0.0257075094111158,0.327627165853075,0.493174816341196,-13.34,-26.46,13.12,"USGS90_USGS40_USGS88_USGS89",-34.947495795133,0.230051429961327,0.49341124451751,NA,0.102504204867003,FALSE,"Mixed","Mixed","Mixed / Compound","Mixed / High Organic","Extrapolated"
"USGS61","SRM","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",148,0.994291142912765,0.00362234438045705,-0.324559537315201,0.0940285597786268,-1.42,-35.27,33.85,"USGS61_USGS63_IAEA600_USGS40",-35.1083691245829,0.0530523217784774,0.11378591351361,NA,-0.0583691245829456,FALSE,"Compound","High Organic",NA,NA,"Interpolated"
"USGS61","SRM","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",149,0.995459858082118,0.0019135776537833,-0.332064188712424,0.0454524835813329,-1.42,-35.27,33.85,"USGS61_USGS63_IAEA600_USGS88",-35.0596114227326,0.0290030039921974,0.0622052568720919,NA,-0.00961142273257565,FALSE,"Mixed","High Organic",NA,NA,"Interpolated"
"USGS61","SRM","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",150,0.995923136573059,0.00410783686191751,-0.286157237520819,0.0990900425250584,-1.42,-35.27,33.85,"USGS61_USGS63_IAEA600_USGS89",-35.0893974435904,0.0613080950261574,0.131492786073702,NA,-0.039397443590353,FALSE,"Mixed","High Organic",NA,NA,"Interpolated"
"USGS61","SRM","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",151,0.993757033869918,0.00350006354903187,-0.32528353636339,0.0817889870680091,-1.42,-35.27,33.85,"USGS61_USGS63_USGS40_USGS88",-35.126510076311,0.0528355552189865,0.113320995482428,NA,-0.076510076311024,FALSE,"Mixed","High Organic",NA,NA,"Interpolated"
"USGS61","SRM","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",152,0.994257021239845,0.00451673197108837,-0.279672026273726,0.107242674366139,-1.42,-35.27,33.85,"USGS61_USGS63_USGS40_USGS89",-35.154720788534,0.0671691277702841,0.144063451080755,NA,-0.10472078853401,FALSE,"Mixed","High Organic",NA,NA,"Interpolated"
"USGS61","SRM","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",153,0.995281286882969,0.0042399091254729,-0.292436147642547,0.0903531473977778,-1.42,-35.27,33.85,"USGS61_USGS63_USGS88_USGS89",-35.1057176627756,0.0636748162186765,0.13656889818143,NA,-0.0557176627755993,FALSE,"Mixed","High Organic",NA,NA,"Interpolated"
"USGS61","SRM","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",154,0.997203094735394,0.00610158229464597,-0.242954585248629,0.16575122938239,-16.26,-35.27,19.01,"USGS61_IAEA600_USGS40_USGS88",-35.0876823382059,0.0499392827928444,0.107109108938255,NA,-0.0376823382059399,FALSE,"Mixed","High Organic",NA,NA,"Interpolated"
"USGS61","SRM","Compound","High Organic","C",-35.05,0.08,"four.point","U.S. EPA",155,1.00672674143346,0.00609229728869476,0.0498198389526332,0.167471268655179,-18.13,-35.27,17.14,"USGS61_IAEA600_USGS40_USGS89",-35.0465706202606,0.0444265469512035,0.0952854664910965,NA,0.00342937973943691,FALSE,"Mixed","High Organic",NA,NA,"Interpolated"
